service,distance,experience,hour,is_peak_hour,rain_ratio,completion_time
Sửa chữa và bảo dưỡng máy in,6,12.108434922686573,9,1,1.0,90
Sửa chữa và bảo dưỡng máy in,2,16.040652419262777,8,1,0.5,53
Sửa chữa và bảo dưỡng máy in,14,15.643858758879682,5,0,0.5,77
Sửa chữa và bảo dưỡng lò vi sóng,14,12.956003890153923,21,0,1.0,94
Sửa chữa và bảo dưỡng ô tô,6,2.7026965649855486,8,1,1.0,253
Sửa chữa và bảo dưỡng nồi cơm điện,8,5.420311378812526,1,0,0.0,45
Sửa chữa và bảo dưỡng hệ thống nước,13,23.065621973325406,3,0,1.0,137
Sửa chữa và bảo dưỡng nồi cơm điện,7,24.897795483630453,1,0,1.0,49
Sửa chữa và bảo dưỡng máy in,35,0.20469501001216983,4,0,0.0,158
Sửa chữa và bảo dưỡng nồi cơm điện,11,2.306998835390875,22,0,0.0,68
Sửa chữa và bảo dưỡng máy lạnh,46,3.4380584575485855,11,0,0.0,229
Sửa chữa và bảo dưỡng máy giặt,1,10.508270846442212,7,1,0.5,126
Sửa chữa và bảo dưỡng xe máy,18,0.8798626442777788,13,0,0.0,127
Sửa chữa và bảo dưỡng xe máy,36,5.102691829749613,21,0,0.0,149
Sửa chữa và bảo dưỡng điện dân dụng,19,2.108073579827951,14,1,0.0,142
Sửa chữa và bảo dưỡng máy lạnh,7,8.518808789047666,14,1,0.5,145
Sửa chữa và bảo dưỡng ô tô,31,1.2444513742765775,23,0,1.0,257
Sửa chữa và bảo dưỡng quạt điện,13,0.3969510475713016,13,0,0.5,74
Sửa chữa và bảo dưỡng quạt điện,4,3.4583320784265696,6,0,0.5,44
Sửa chữa và bảo dưỡng quạt điện,4,15.480259977529375,10,0,0.5,20
Sửa chữa và bảo dưỡng lò vi sóng,9,12.965356727421973,22,0,0.0,70
Sửa chữa và bảo dưỡng máy tính,28,7.51571969698422,2,0,1.0,128
Sửa chữa và bảo dưỡng ô tô,22,5.107904742504574,7,1,1.0,231
Sửa chữa và bảo dưỡng máy giặt,44,1.3568900517261637,12,0,0.5,215
Sửa chữa và bảo dưỡng máy lạnh,43,1.01224987313989,6,0,0.0,194
Sửa chữa và bảo dưỡng tủ lạnh,40,19.666848500648626,2,0,1.0,191
Sửa chữa và bảo dưỡng quạt điện,25,9.523815325203389,7,1,0.5,83
Sửa chữa và bảo dưỡng lò vi sóng,20,0.8311821762532505,5,0,0.5,135
Sửa chữa và bảo dưỡng máy tính,30,14.329319351193309,6,0,1.0,126
Sửa chữa và bảo dưỡng điện dân dụng,10,2.613547786260009,21,0,1.0,112
Sửa chữa và bảo dưỡng xe máy,14,0.5508741881525595,7,1,0.0,130
Sửa chữa và bảo dưỡng lò vi sóng,1,6.956214487788159,17,1,1.0,94
Sửa chữa và bảo dưỡng laptop,14,6.751577671649989,10,0,1.0,123
Sửa chữa và bảo dưỡng máy in,34,2.0678243657930686,5,0,0.5,162
Sửa chữa và bảo dưỡng điện dân dụng,41,2.789948452984729,13,0,0.0,173
Sửa chữa và bảo dưỡng xe máy,8,13.000453719249832,12,0,1.0,87
Sửa chữa và bảo dưỡng lò vi sóng,38,7.2754669522544555,23,0,1.0,154
Sửa chữa và bảo dưỡng ô tô,23,2.5677022894515478,22,0,1.0,249
Sửa chữa và bảo dưỡng quạt điện,6,20.298009874618202,17,1,0.5,36
Sửa chữa và bảo dưỡng ô tô,37,13.455380364260195,9,1,1.0,240
Sửa chữa và bảo dưỡng điện dân dụng,16,14.229242943132787,10,0,0.5,96
Sửa chữa và bảo dưỡng điện thoại,6,2.4209322089892913,17,1,0.5,86
Sửa chữa và bảo dưỡng điện dân dụng,29,3.4695773536845085,8,1,1.0,167
Sửa chữa và bảo dưỡng lò vi sóng,2,1.6598592479428276,16,1,0.0,88
Sửa chữa và bảo dưỡng điện thoại,17,3.808581439371152,13,0,0.5,85
Sửa chữa và bảo dưỡng hệ thống nước,2,1.445985665837949,18,1,0.0,114
Sửa chữa và bảo dưỡng ô tô,16,5.812526354899244,22,0,0.5,205
Sửa chữa và bảo dưỡng quạt điện,7,23.21241971360879,13,0,0.0,25
Sửa chữa và bảo dưỡng điện dân dụng,19,23.312355954309226,10,0,0.5,103
Sửa chữa và bảo dưỡng điện thoại,5,2.6043708336640643,16,1,0.0,79
Sửa chữa và bảo dưỡng ô tô,23,15.282263752950884,9,1,1.0,261
Sửa chữa và bảo dưỡng lò vi sóng,19,7.021528602723502,7,1,0.5,106
Sửa chữa và bảo dưỡng TV,10,16.362077801782732,12,0,1.0,108
Sửa chữa và bảo dưỡng máy giặt,31,18.34238559873542,1,0,0.0,168
Sửa chữa và bảo dưỡng tủ lạnh,31,0.6918593077608162,2,0,0.5,200
Sửa chữa và bảo dưỡng lò vi sóng,45,2.2671969575451865,1,0,0.5,175
Sửa chữa và bảo dưỡng nồi cơm điện,38,1.1713572460829704,21,0,0.0,124
Sửa chữa và bảo dưỡng điện dân dụng,18,4.957345960693918,6,0,0.0,118
Sửa chữa và bảo dưỡng laptop,14,2.648927204759428,15,1,0.0,128
Sửa chữa và bảo dưỡng quạt điện,22,7.248259107619188,4,0,0.5,81
Sửa chữa và bảo dưỡng điện dân dụng,45,4.47631178885237,11,0,1.0,175
Sửa chữa và bảo dưỡng laptop,22,7.766940660011759,0,0,0.0,118
Sửa chữa và bảo dưỡng ô tô,28,1.9176082706403608,9,1,0.0,252
Sửa chữa và bảo dưỡng xe máy,5,18.482896363980508,21,0,0.0,62
Sửa chữa và bảo dưỡng xe máy,25,1.5532637558576363,22,0,1.0,133
Sửa chữa và bảo dưỡng điện thoại,24,3.5029490319711885,17,1,0.5,69
Sửa chữa và bảo dưỡng máy giặt,7,16.30471591768731,21,0,0.5,116
Sửa chữa và bảo dưỡng quạt điện,4,3.3262714530581223,23,0,1.0,43
Sửa chữa và bảo dưỡng hệ thống nước,40,7.7296427618572885,13,0,1.0,183
Sửa chữa và bảo dưỡng máy in,13,2.114871367724975,20,0,1.0,114
Sửa chữa và bảo dưỡng xe máy,35,6.887323736099079,9,1,0.0,134
Sửa chữa và bảo dưỡng điện dân dụng,5,3.649630000535582,13,0,0.0,86
Sửa chữa và bảo dưỡng máy tính,15,7.125952333506536,3,0,0.5,85
Sửa chữa và bảo dưỡng nồi cơm điện,13,24.03401972272311,13,0,1.0,62
Sửa chữa và bảo dưỡng hệ thống nước,25,3.800054376294143,5,0,0.0,154
Sửa chữa và bảo dưỡng máy lạnh,21,5.6884100427680835,2,0,0.5,176
Sửa chữa và bảo dưỡng laptop,37,1.995881214571639,19,1,1.0,171
Sửa chữa và bảo dưỡng nồi cơm điện,15,2.667684216576623,12,0,1.0,95
Sửa chữa và bảo dưỡng hệ thống nước,32,0.5838126900644985,7,1,0.5,188
Sửa chữa và bảo dưỡng tủ lạnh,8,4.707346143075512,22,0,1.0,135
Sửa chữa và bảo dưỡng máy lạnh,30,27.079312758438185,5,0,0.5,196
Sửa chữa và bảo dưỡng máy lạnh,23,3.2510634430570784,0,0,1.0,176
Sửa chữa và bảo dưỡng TV,27,0.3463703763536372,21,0,0.0,172
Sửa chữa và bảo dưỡng điện thoại,3,9.307825158432111,1,0,0.5,39
Sửa chữa và bảo dưỡng máy tính,21,28.774957333249713,6,0,0.5,94
Sửa chữa và bảo dưỡng ô tô,6,0.5682164394213153,18,1,0.0,206
Sửa chữa và bảo dưỡng hệ thống nước,17,2.181929986609995,12,0,0.5,153
Sửa chữa và bảo dưỡng máy lạnh,2,15.578805292158819,18,1,1.0,139
Sửa chữa và bảo dưỡng TV,9,18.48774747854587,16,1,1.0,102
Sửa chữa và bảo dưỡng xe máy,3,5.240281737032011,12,0,0.5,80
Sửa chữa và bảo dưỡng quạt điện,7,2.7880515734632256,10,0,0.5,58
Sửa chữa và bảo dưỡng tủ lạnh,30,28.60344415911731,5,0,1.0,169
Sửa chữa và bảo dưỡng laptop,6,5.1897340531609135,9,1,1.0,108
Sửa chữa và bảo dưỡng laptop,8,4.4601570571114895,14,1,0.0,96
Sửa chữa và bảo dưỡng máy tính,1,25.102507848206088,2,0,0.0,36
Sửa chữa và bảo dưỡng lò vi sóng,36,3.2419027689329805,12,0,0.5,142
Sửa chữa và bảo dưỡng tủ lạnh,18,9.964981732578055,0,0,0.0,122
Sửa chữa và bảo dưỡng máy lạnh,18,6.204203764372764,9,1,0.0,185
Sửa chữa và bảo dưỡng máy giặt,23,2.821630295375654,3,0,1.0,178
Sửa chữa và bảo dưỡng hệ thống nước,1,2.8145967462768304,4,0,0.5,104
Sửa chữa và bảo dưỡng máy giặt,1,1.2256908140991956,6,0,0.0,106
Sửa chữa và bảo dưỡng quạt điện,10,12.665227339915326,17,1,0.0,38
Sửa chữa và bảo dưỡng điện thoại,2,1.9607260182447344,3,0,0.5,69
Sửa chữa và bảo dưỡng ô tô,30,0.5036442851307087,21,0,0.5,237
Sửa chữa và bảo dưỡng quạt điện,36,2.2552600736738975,21,0,1.0,122
Sửa chữa và bảo dưỡng xe máy,4,2.5479683062874297,6,0,1.0,100
Sửa chữa và bảo dưỡng TV,4,6.230214814651298,7,1,1.0,108
Sửa chữa và bảo dưỡng máy in,35,0.2881581587686629,2,0,0.0,152
Sửa chữa và bảo dưỡng điện thoại,39,0.2585189989409443,11,0,1.0,160
Sửa chữa và bảo dưỡng hệ thống nước,7,5.058047891926858,8,1,1.0,134
Sửa chữa và bảo dưỡng xe máy,39,12.94850590240354,3,0,0.5,146
Sửa chữa và bảo dưỡng tủ lạnh,1,4.882256055172022,17,1,0.0,101
Sửa chữa và bảo dưỡng máy tính,7,4.624366971575624,4,0,0.5,73
Sửa chữa và bảo dưỡng điện dân dụng,26,2.844367628217715,6,0,0.0,143
Sửa chữa và bảo dưỡng điện thoại,17,26.90413708883395,12,0,1.0,81
Sửa chữa và bảo dưỡng ô tô,2,20.3234625108392,5,0,0.5,176
Sửa chữa và bảo dưỡng máy giặt,12,4.806181182857092,11,0,1.0,135
Sửa chữa và bảo dưỡng laptop,7,7.311852523726902,21,0,0.0,91
Sửa chữa và bảo dưỡng ô tô,21,15.601215877067405,11,0,0.5,197
Sửa chữa và bảo dưỡng tủ lạnh,13,13.925744196223498,6,0,0.5,115
Sửa chữa và bảo dưỡng điện dân dụng,5,24.969414811861828,7,1,0.0,91
Sửa chữa và bảo dưỡng điện dân dụng,15,2.3278496562049416,8,1,1.0,141
Sửa chữa và bảo dưỡng xe máy,41,19.44571458327809,7,1,1.0,180
Sửa chữa và bảo dưỡng máy tính,36,27.469210275875216,23,0,0.5,123
Sửa chữa và bảo dưỡng điện dân dụng,27,28.39559097220624,15,1,0.5,122
Sửa chữa và bảo dưỡng điện dân dụng,16,11.565255410625532,23,0,1.0,116
Sửa chữa và bảo dưỡng quạt điện,40,2.4825008050782693,22,0,0.0,121
Sửa chữa và bảo dưỡng nồi cơm điện,38,2.1609009998252846,13,0,0.5,132
Sửa chữa và bảo dưỡng điện dân dụng,4,3.3926785213623436,20,0,1.0,92
Sửa chữa và bảo dưỡng điện thoại,27,1.0681251321090734,2,0,0.5,129
Sửa chữa và bảo dưỡng máy lạnh,25,3.0205379245801183,2,0,0.5,150
Sửa chữa và bảo dưỡng nồi cơm điện,7,1.668922411844037,13,0,1.0,74
Sửa chữa và bảo dưỡng máy giặt,20,5.918173241274168,10,0,1.0,152
Sửa chữa và bảo dưỡng máy tính,9,4.121601215142865,22,0,0.0,77
Sửa chữa và bảo dưỡng tủ lạnh,22,1.6321610467439274,0,0,0.0,157
Sửa chữa và bảo dưỡng điện thoại,13,0.1696437635559238,2,0,0.5,101
Sửa chữa và bảo dưỡng điện thoại,4,1.1958582417722379,10,0,0.5,63
Sửa chữa và bảo dưỡng tủ lạnh,10,0.7750335995113624,3,0,0.5,133
Sửa chữa và bảo dưỡng máy lạnh,49,2.0877056917889956,16,1,0.5,247
Sửa chữa và bảo dưỡng nồi cơm điện,22,1.2989111918247624,21,0,1.0,110
Sửa chữa và bảo dưỡng hệ thống nước,6,9.573867140454372,6,0,1.0,92
Sửa chữa và bảo dưỡng ô tô,27,4.40539969302838,23,0,0.0,249
Sửa chữa và bảo dưỡng nồi cơm điện,9,0.46725942177581936,16,1,0.0,83
Sửa chữa và bảo dưỡng quạt điện,4,6.962144986980438,4,0,0.0,33
Sửa chữa và bảo dưỡng máy tính,11,3.0504800491426884,23,0,0.0,84
Sửa chữa và bảo dưỡng xe máy,5,5.561870860638398,21,0,1.0,89
Sửa chữa và bảo dưỡng nồi cơm điện,32,24.06405091841998,11,0,0.0,89
Sửa chữa và bảo dưỡng ô tô,29,7.920485816766668,18,1,1.0,252
Sửa chữa và bảo dưỡng điện dân dụng,39,0.9919402252017259,12,0,0.0,182
Sửa chữa và bảo dưỡng máy giặt,42,0.5492271720592674,2,0,0.5,235
Sửa chữa và bảo dưỡng ô tô,10,21.016078304737025,14,1,0.0,194
Sửa chữa và bảo dưỡng điện thoại,38,15.132724497008406,5,0,0.0,111
Sửa chữa và bảo dưỡng máy in,10,21.8859852273254,6,0,1.0,76
Sửa chữa và bảo dưỡng máy in,5,5.605996397058291,13,0,0.0,62
Sửa chữa và bảo dưỡng máy tính,12,22.97145056450966,8,1,0.0,71
Sửa chữa và bảo dưỡng máy lạnh,12,4.949465708888724,19,1,0.0,150
Sửa chữa và bảo dưỡng lò vi sóng,33,9.91728202587062,11,0,0.0,118
Sửa chữa và bảo dưỡng máy tính,29,7.8290736735215045,9,1,0.5,136
Sửa chữa và bảo dưỡng tủ lạnh,11,19.54564482649839,17,1,0.5,131
Sửa chữa và bảo dưỡng điện dân dụng,14,6.902755661242395,10,0,1.0,115
Sửa chữa và bảo dưỡng máy giặt,45,9.829076214294338,0,0,1.0,192
Sửa chữa và bảo dưỡng nồi cơm điện,35,16.18587754025604,6,0,1.0,111
Sửa chữa và bảo dưỡng tủ lạnh,3,24.979777044649968,17,1,0.5,181
Sửa chữa và bảo dưỡng TV,2,1.6906096086947193,11,0,0.0,103
Sửa chữa và bảo dưỡng máy tính,41,28.294212258673937,0,0,0.5,139
Sửa chữa và bảo dưỡng lò vi sóng,12,15.961853149474592,0,0,1.0,104
Sửa chữa và bảo dưỡng máy giặt,2,2.132080637246651,11,0,0.0,140
Sửa chữa và bảo dưỡng điện thoại,31,4.756266906014208,12,0,0.0,112
Sửa chữa và bảo dưỡng xe máy,22,0.5600486609235452,17,1,0.5,145
Sửa chữa và bảo dưỡng máy giặt,24,23.12160207821737,20,0,1.0,154
Sửa chữa và bảo dưỡng hệ thống nước,24,15.080127931810821,3,0,0.0,117
Sửa chữa và bảo dưỡng hệ thống nước,6,28.44208394175555,5,0,0.0,87
Sửa chữa và bảo dưỡng lò vi sóng,14,2.8554248578066566,14,1,0.0,120
Sửa chữa và bảo dưỡng ô tô,13,0.08759256605844234,22,0,1.0,243
Sửa chữa và bảo dưỡng điện dân dụng,3,2.726156784044731,16,1,0.0,98
Sửa chữa và bảo dưỡng hệ thống nước,12,0.42606613236346114,13,0,0.5,145
Sửa chữa và bảo dưỡng máy in,11,2.8710648293983283,19,1,0.0,110
Sửa chữa và bảo dưỡng laptop,21,15.273575431794985,17,1,1.0,122
Sửa chữa và bảo dưỡng máy lạnh,28,1.4885966420032886,12,0,0.5,186
Sửa chữa và bảo dưỡng máy tính,13,7.541099636465423,9,1,1.0,107
Sửa chữa và bảo dưỡng điện dân dụng,19,3.2549477014864507,1,0,0.0,125
Sửa chữa và bảo dưỡng máy giặt,21,24.18909422990614,2,0,0.5,133
Sửa chữa và bảo dưỡng nồi cơm điện,9,28.34492396900708,7,1,0.0,48
Sửa chữa và bảo dưỡng nồi cơm điện,31,0.8843526275357748,0,0,1.0,136
Sửa chữa và bảo dưỡng ô tô,5,5.109983971452505,13,0,0.0,168
Sửa chữa và bảo dưỡng điện dân dụng,32,23.900728319570792,9,1,0.5,144
Sửa chữa và bảo dưỡng nồi cơm điện,18,4.533786845616946,0,0,0.5,72
Sửa chữa và bảo dưỡng điện thoại,14,13.56693605909113,17,1,1.0,83
Sửa chữa và bảo dưỡng hệ thống nước,9,28.145464292176754,21,0,1.0,113
Sửa chữa và bảo dưỡng hệ thống nước,6,19.55054950336529,0,0,0.5,107
Sửa chữa và bảo dưỡng điện thoại,34,9.448421637943696,13,0,0.5,102
Sửa chữa và bảo dưỡng xe máy,9,0.11660507001750064,16,1,1.0,121
Sửa chữa và bảo dưỡng ô tô,15,7.534289168423891,13,0,0.0,214
Sửa chữa và bảo dưỡng điện thoại,20,5.23618967889136,3,0,0.5,85
Sửa chữa và bảo dưỡng lò vi sóng,10,4.545891917021428,13,0,0.0,96
Sửa chữa và bảo dưỡng ô tô,14,29.1444080190996,18,1,0.5,190
Sửa chữa và bảo dưỡng máy giặt,12,6.653227746014066,10,0,0.0,126
Sửa chữa và bảo dưỡng tủ lạnh,11,27.0074864759487,23,0,0.0,105
Sửa chữa và bảo dưỡng nồi cơm điện,13,1.6394209838983456,8,1,1.0,100
Sửa chữa và bảo dưỡng lò vi sóng,19,7.334787531251053,7,1,0.5,132
Sửa chữa và bảo dưỡng máy in,16,3.5113689938210837,3,0,0.5,91
Sửa chữa và bảo dưỡng máy in,15,1.6956299048555774,4,0,1.0,123
Sửa chữa và bảo dưỡng máy in,11,1.7178718538775137,23,0,1.0,103
Sửa chữa và bảo dưỡng hệ thống nước,8,3.1322280092421617,9,1,0.5,127
Sửa chữa và bảo dưỡng ô tô,9,0.2612827526863649,5,0,1.0,203
Sửa chữa và bảo dưỡng quạt điện,4,0.595526858515984,16,1,0.5,71
Sửa chữa và bảo dưỡng máy giặt,22,7.426731440623236,9,1,0.0,183
Sửa chữa và bảo dưỡng máy tính,33,26.703372305054447,18,1,1.0,132
Sửa chữa và bảo dưỡng ô tô,5,2.137992142342262,7,1,1.0,210
Sửa chữa và bảo dưỡng máy lạnh,18,0.2259006203986922,22,0,1.0,187
Sửa chữa và bảo dưỡng nồi cơm điện,21,27.776924219607675,6,0,0.5,74
Sửa chữa và bảo dưỡng TV,5,1.0981413756395346,6,0,0.0,104
Sửa chữa và bảo dưỡng nồi cơm điện,26,12.997269293898496,22,0,0.0,75
Sửa chữa và bảo dưỡng xe máy,34,12.73470323690413,13,0,0.5,136
Sửa chữa và bảo dưỡng ô tô,18,23.493659878263983,18,1,1.0,233
Sửa chữa và bảo dưỡng máy tính,27,3.7683265758306783,21,0,1.0,143
Sửa chữa và bảo dưỡng máy tính,11,2.7395070279803173,9,1,0.0,102
Sửa chữa và bảo dưỡng máy tính,46,28.505252864623444,12,0,0.0,134
Sửa chữa và bảo dưỡng nồi cơm điện,22,3.7699354555087776,23,0,1.0,95
Sửa chữa và bảo dưỡng máy tính,5,3.617046749916427,17,1,1.0,91
Sửa chữa và bảo dưỡng TV,2,24.281812392014835,19,1,0.5,94
Sửa chữa và bảo dưỡng máy giặt,1,4.773441167410741,16,1,0.0,139
Sửa chữa và bảo dưỡng nồi cơm điện,37,6.576681943465473,15,1,0.5,136
Sửa chữa và bảo dưỡng điện dân dụng,8,6.07237826888888,9,1,0.0,96
Sửa chữa và bảo dưỡng tủ lạnh,5,16.699205771463554,17,1,1.0,103
Sửa chữa và bảo dưỡng máy lạnh,11,4.528140220335947,17,1,0.0,139
Sửa chữa và bảo dưỡng xe máy,11,1.0640778392177548,20,0,1.0,100
Sửa chữa và bảo dưỡng máy giặt,36,0.40714223100301605,0,0,0.5,224
Sửa chữa và bảo dưỡng máy lạnh,12,22.152492966733178,23,0,0.5,151
Sửa chữa và bảo dưỡng máy tính,14,2.0345467631724246,14,1,0.0,106
Sửa chữa và bảo dưỡng máy lạnh,17,9.856517050462699,10,0,1.0,163
Sửa chữa và bảo dưỡng TV,3,25.04429950434558,16,1,1.0,96
Sửa chữa và bảo dưỡng laptop,13,5.403077396305662,12,0,1.0,117
Sửa chữa và bảo dưỡng hệ thống nước,24,1.6401116163086875,20,0,0.0,148
Sửa chữa và bảo dưỡng ô tô,1,15.723404106185306,0,0,1.0,181
Sửa chữa và bảo dưỡng điện dân dụng,1,28.89965717304333,11,0,0.5,54
Sửa chữa và bảo dưỡng xe máy,13,2.9641385231466217,23,0,1.0,112
Sửa chữa và bảo dưỡng nồi cơm điện,6,13.520052285641306,23,0,0.5,43
Sửa chữa và bảo dưỡng hệ thống nước,10,3.1676720104181455,0,0,0.5,118
Sửa chữa và bảo dưỡng laptop,16,4.36439088609511,23,0,0.5,118
Sửa chữa và bảo dưỡng TV,14,16.795305814029703,6,0,1.0,122
Sửa chữa và bảo dưỡng nồi cơm điện,3,28.447226509227384,23,0,0.5,31
Sửa chữa và bảo dưỡng TV,29,3.5299527422497934,13,0,0.5,163
Sửa chữa và bảo dưỡng máy in,13,21.24646115504273,16,1,0.5,96
Sửa chữa và bảo dưỡng máy tính,4,1.9021403024077466,7,1,1.0,94
Sửa chữa và bảo dưỡng lò vi sóng,31,8.33159528381315,23,0,0.0,114
Sửa chữa và bảo dưỡng hệ thống nước,23,2.3110237183580358,21,0,1.0,182
Sửa chữa và bảo dưỡng máy giặt,36,0.6987136716465482,13,0,1.0,225
Sửa chữa và bảo dưỡng máy in,27,0.8835367663133008,11,0,0.5,146
